uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
52812736E,ACRA,QC HO MANAGEMENT SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1995-12-21,1995-12-21,LOCAL,200,JALAN SULTAN,03,03,TEXTILE CENTRE,199018,na,na,na,na,69202,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52812944M,ACRA,QUALITY DRYCLEANERS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1995-12-27,1995-12-27,LOCAL,150A,BISHAN STREET 11,01,157,na,571150,na,na,na,na,96011,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52813035L,ACRA,QUN DA (TENG KEE) TRANSPORT & TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,1995-12-28,1995-12-28,LOCAL,228C,COMPASSVALE WALK,09,306,COMPASSVALE COURT,543228,na,na,na,na,49231,na,na,49232,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52813749B,ACRA,QUATRO-P ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-01-10,1996-01-10,LOCAL,50,JALAN SULTAN,08,04,na,198974,na,na,na,na,46900,na,na,70201,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52814007L,ACRA,QI TING AGENCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-01-13,1996-01-13,LOCAL,2,HANDY ROAD,14,03,THE CATHAY,229233,na,na,na,na,46306,WHOLES FOODSTUFFS NEC,na,na,WHOLES FOODSTUFFS NEC,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52814110D,ACRA,QUINN ART,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,1996-01-16,1996-01-16,LOCAL,84,JALAN SEAVIEW,na,na,SEA VIEW PARK,438397,na,na,na,na,90009,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52814640L,ACRA,QINGDAO GLOBAL ENTERPRISE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-01-24,1996-01-24,LOCAL,432A,TELOK BLANGAH ROAD,na,na,na,098853,na,na,na,na,46302,na,na,46900,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52814786B,ACRA,QIAN REALTY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-01-26,1996-01-26,LOCAL,112,EAST COAST ROAD,04,09,112 KATONG,428802,na,na,na,na,68201,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52814981D,ACRA,QUEST AIR-CONDITIONING AND ENGINEERING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-01-30,1996-01-30,LOCAL,50,JALAN GEMBIRA,na,na,MACPHERSON GARDEN ESTATE,369142,na,na,na,na,43220,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52815031J,ACRA,QUEE LAN ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-01-31,1996-01-31,LOCAL,55C,BRISTOL ROAD,na,na,BRISTOL LODGE,219856,na,na,na,na,56122,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52815115X,ACRA,QUAR CHIANG CONSTRUCTION WORKS,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-02-01,1996-02-01,LOCAL,170,UPPER BUKIT TIMAH ROAD,05,18,BUKIT TIMAH SHOPPING CENTRE,588179,na,na,na,na,41001,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52815263K,ACRA,QI HONG TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-02-03,1996-02-03,LOCAL,10,ANSON ROAD,33,17,INTERNATIONAL PLAZA,079903,na,na,na,na,46900,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52815595D,ACRA,QTH TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-02-09,1996-02-09,LOCAL,7,KAKI BUKIT ROAD 2,02,08,EXTRA SPACE EUNOS,417840,na,na,na,na,46591,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52815713B,ACRA,QUARTZ PROJECT MANAGEMENT AND CONSULTANT,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-02-12,1996-02-12,LOCAL,122,EUNOS AVENUE 7,03,15,RICHFIELD INDUSTRIAL CENTRE,409575,na,na,na,na,41001,na,na,70209,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52815805L,ACRA,QIFAN NETWORK INTERNATIONAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-02-14,1996-02-14,LOCAL,1,BROOKE ROAD,B1,21,KATONG PLAZA,429979,na,na,na,na,46900,na,na,53200,na,na,1,QIFAN MARKETING AND TRADING ENTERPRISE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52816107E,ACRA,QUALITY COACH LINE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-02-23,1996-02-23,LOCAL,161,LAVENDER STREET,04,07,LAVENDER PLACE,338750,na,na,na,na,52292,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52816260L,ACRA,QCH TRADELINK,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),1996-02-26,1996-02-26,LOCAL,1,COLEMAN STREET,B1,02,THE ADELPHI,179803,na,na,na,na,46435,na,na,46649,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52816566J,ACRA,QING AGENCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-03-01,1996-03-01,LOCAL,446,HOUGANG AVENUE 8,B1,1635,na,530446,na,na,na,na,85501,na,na,96092,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52816792L,ACRA,QIN HAIR STUDIO,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-03-05,1996-03-05,LOCAL,574,ANG MO KIO AVENUE 10,01,1833,na,560574,na,na,na,na,96021,na,na,na,na,na,1,KIM HAIRDRSSING SALON (UNISEX),KIM HAIRDRESSING SALON,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52817031K,ACRA,QUAN YIN ESSENTIAL ARTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-03-07,1996-03-07,LOCAL,39,DYSON ROAD,na,na,na,309386,na,na,na,na,86909,na,na,46424,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52817060X,ACRA,Q.J.L. ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-03-08,1996-03-08,LOCAL,140,UPPER BUKIT TIMAH ROAD,03,15,BEAUTY WORLD PLAZA,588176,na,na,na,na,46900,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52817338C,ACRA,QUICK INTERNATIONAL ENTERPRISES,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-03-12,1996-03-12,LOCAL,10,ANSON ROAD,16,16,INTERNATIONAL PLAZA,079903,na,na,na,na,46900,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52817718D,ACRA,QWIK BUILDABLE SYSTEM,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-03-16,1996-03-16,LOCAL,391B,ORCHARD ROAD,13,09,NGEE ANN CITY,238874,na,na,na,na,41001,na,na,23994,na,na,1,RONG'S INTER-DECOR BUILDER,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52817766D,ACRA,QIU SUO TUITION CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-03-18,1996-03-18,LOCAL,1073,EUNOS AVENUE 5,01,18607,EUNOS INDUSTRIAL ESTATE,409752,na,na,na,na,85409,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52817816D,ACRA,QUNG HOCK BUILDING CONSTRUCTION & ELECTRICAL SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-03-19,1996-03-19,LOCAL,33,SELETAR WEST FARMWAY 1,na,na,na,798130,na,na,na,na,41009,na,na,43210,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52818049E,ACRA,QING KANG TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-03-21,1996-03-21,LOCAL,181,JALAN PELIKAT,na,na,na,537642,na,na,na,na,86202,"HEALTH PRODUCTS, CHINESE MEDICINES, MEDICATED WINE",na,46900,"HEALTH PRODUCTS, CHINESE MEDICINES, MEDICATED WINE",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52818300A,ACRA,QIAN LI FOOD CATERING SERVICE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-03-25,1996-03-25,LOCAL,6018,ANG MO KIO INDUSTRIAL PARK 3,01,200,na,569470,na,na,na,na,56200,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52818489W,ACRA,QUAN MEI HIONG,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-03-27,1996-03-27,LOCAL,87,BEDOK NORTH STREET 4,01,183,na,460087,na,na,na,na,47761,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52818592J,ACRA,QI CONCEPTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-03-28,1996-03-28,LOCAL,122,MIDDLE ROAD,02,08,MERCURE SINGAPORE BUGIS,188973,na,na,na,na,70201,MARKETING COMMUNICATION SERVICES,na,46900,MARKETING COMMUNICATION SERVICES,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52818603E,ACRA,QUARTZ BUILDERS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-03-28,1996-03-28,LOCAL,167,GEYLANG ROAD,04,02,na,389242,na,na,na,na,82304,na,na,74191,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52818877A,ACRA,QASIM TECHNOLOGY,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-04-02,1996-04-02,LOCAL,25,BIRCH ROAD,na,na,na,219890,na,na,na,na,46513,na,na,46522,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52818887M,ACRA,Q-LINK EXPRESS COURIER SERVICE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-04-04,1996-04-04,LOCAL,1014,GEYLANG EAST AVENUE 3,02,224,GEYLANG EAST INDUSTRIAL ESTATE,389729,na,na,na,na,53200,na,na,na,na,na,3,MARIE-WANG SERVICES,QDEL EXPRESS TRANSPORTATION AND COURIERS SERVICES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52819234E,ACRA,QUEEN'S KTV,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-04-08,1996-04-08,LOCAL,83,TRAS STREET,na,na,na,079022,na,na,na,na,93203,na,na,na,na,na,6,D' UPDATE KARAOKE (KTV) LOUNGE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52819791J,ACRA,Q E P MANAGEMENT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-04-15,1996-04-15,LOCAL,185,JOO CHIAT PLACE,03,04,JOO CHIAT MANSION,427897,na,na,na,na,70201,na,na,70209,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52819925X,ACRA,QUAN YOU AUTO MOTOR TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-04-16,1996-04-16,LOCAL,123,JOO CHIAT TERRACE,na,na,na,427271,na,na,na,na,47311,na,na,95301,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52820032A,ACRA,QINZ DE GRAPHICS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-04-17,1996-04-17,LOCAL,501,WEST COAST DRIVE,01,274,na,120501,na,na,na,na,74192,na,na,74200,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52820338W,ACRA,QUEST DESIGN,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-04-22,1996-04-22,LOCAL,1002,ALJUNIED AVENUE 5,03,33,na,389883,na,na,na,na,81211,BUSINESS SERVICES NEC,na,31001,BUSINESS SERVICES NEC,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52820359B,ACRA,QUANTUM SPACE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-04-23,1996-04-23,LOCAL,10,ANSON ROAD,03,09,INTERNATIONAL PLAZA,079903,na,na,na,na,74191,na,na,82304,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52820930B,ACRA,QUESTNET P-N-C,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-05-03,1996-05-03,LOCAL,927,YISHUN CENTRAL 1,01,161,na,760927,na,na,na,na,47412,na,na,95110,na,na,1,BERT & BEN TRADING,BERT & BEN TRADING & SERVICES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52822019E,ACRA,QUENTIAL TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-05-18,1996-05-18,LOCAL,1,COLOMBO COURT,06,29,na,179742,na,na,na,na,46900,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52822024A,ACRA,QUEST RENOFITTING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,1996-05-18,1996-05-18,LOCAL,2,BUKIT BATOK STREET 24,07,04,SKYTECH,659480,na,na,na,na,43301,na,na,41009,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52822622C,ACRA,QUESS ENGINEERING & SUPPORT SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-05-28,1996-05-28,LOCAL,35,JALAN HAJI ALIAS,01,31,CORONA VILLE,268535,na,na,na,na,71129,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52822818L,ACRA,QUN LING GEOMANCY CENTRE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-05-30,1996-05-30,LOCAL,226E,ANG MO KIO AVENUE 1,01,709,KEBUN BARU MALL,565226,na,na,na,na,96093,na,na,46900,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52822847A,ACRA,QINGYOU BUILDING CONTRACTOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-05-30,1996-05-30,LOCAL,5001,BEACH ROAD,03,98H,na,199588,na,na,na,na,41009,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52823248K,ACRA,QUALITY LEISURE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-06-06,1996-06-06,LOCAL,1092,LOWER DELTA ROAD,06,09,na,169203,na,na,na,na,81211,MARKETING LEISURE PROGRAMME,na,na,MARKETING LEISURE PROGRAMME,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52823261D,ACRA,QUALITY PORCELAIN PHOTO SINGAPORE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-06-06,1996-06-06,LOCAL,1005,EUNOS AVENUE 7,01,02,EUNOS INDUSTRIAL ESTATE,409576,na,na,na,na,74200,PORCELAIN PHOTO OR CERAMIC PHOTO,na,18112,PORCELAIN PHOTO OR CERAMIC PHOTO,na,1,QUALITY PORECLAIN PHOTO & PRINTING SERVICE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52823308D,ACRA,QD SOLUTIONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-06-07,1996-06-07,LOCAL,27,PRIMROSE AVENUE,na,na,SPRING PARK ESTATE,467261,na,na,na,na,62021,IT CONSULTANCY,na,70201,IT CONSULTANCY,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52823345M,ACRA,QSP MERCHANDISE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-06-07,1996-06-07,LOCAL,99,KALLANG WAY 3,na,na,na,349113,na,na,na,na,46412,na,na,na,na,na,2,QSP MERCHANISE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52823381E,ACRA,QI CHANG BUILDING CONSTRUCTION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-06-08,1996-06-08,LOCAL,6001,BEACH ROAD,02,14,GOLDEN MILE TOWER,199589,na,na,na,na,43301,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52823536B,ACRA,QUINETICS DESIGN CONSULTANCY,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-06-11,1996-06-11,LOCAL,10,ANSON ROAD,16,16,INTERNATIONAL PLAZA,079903,na,na,na,na,71129,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52823668K,ACRA,QIAOXING CONSTRUCTION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-06-13,1996-06-13,LOCAL,89,SHORT STREET,10,01,GOLDEN WALL CENTRE,188216,na,na,na,na,41001,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52823731D,ACRA,QAZVIN CONTRACTING & TRADING SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-06-13,1996-06-13,LOCAL,10,ANSON ROAD,05,16,INTERNATIONAL PLAZA,079903,na,na,na,na,41001,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824072B,ACRA,QUANTAS ENGINEERING & TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Registration expired and has not been renewed,1996-06-19,1996-06-19,LOCAL,1,THOMSON ROAD,04,344F,BALESTIER HILL SHOPPING CENTRE,300001,na,na,na,na,41001,na,na,46541,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824112E,ACRA,QIU KEE CHICKEN RICE & FISH PORRIDGE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-06-20,1996-06-20,LOCAL,446,PASIR RIS DRIVE 6,01,128,na,510446,na,na,na,na,47219,WHOLES FOODSTUFFS NEC,na,46306,WHOLES FOODSTUFFS NEC,na,2,KHOW KEE CHICKEN RICE,QIU KEE CHICKEN ROASTER,QIU KEE CHICKEN RICE & FISH PORRIDGE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824133L,ACRA,QUN LI CONSTRUCTION & TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-06-20,1996-06-20,LOCAL,138,MACKENZIE ROAD,01,03,MACKENZIE 138,228719,na,na,na,na,41009,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824327J,ACRA,QUALITY AUTOMOBILE APPRAISAL SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-06-24,1996-06-24,LOCAL,170,UPPER BUKIT TIMAH ROAD,01,34,BUKIT TIMAH SHOPPING CENTRE,588179,na,na,na,na,95303,na,na,na,na,na,2,S 2 AUTOMOBILE APPRAISERS SERVICES,BEN AUTOMOBILE APPRAISERS SERVICES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824387W,ACRA,QILIN ENGINEERING ENTERPRISES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-06-24,1996-06-24,LOCAL,732,YISHUN AVENUE 5,01,390,NEE SOON CENTRAL VISTA,760732,na,na,na,na,43291,INSTALLATION OF ERECTION OF BUILDING EQUIPMENT AND MARINE SERVICES,na,43210,INSTALLATION OF ERECTION OF BUILDING EQUIPMENT AND MARINE SERVICES,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824388L,ACRA,QILIN TRANSPORTATION SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-06-24,1996-06-24,LOCAL,732,YISHUN AVENUE 5,01,390,NEE SOON CENTRAL VISTA,760732,na,na,na,na,49212,na,na,49231,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824405A,ACRA,QUEK SEOW NGAK TRANSPORT SERVICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,1996-06-25,1996-06-25,LOCAL,5001,BEACH ROAD,03,98H,na,199588,na,na,na,na,49212,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824492B,ACRA,QUALOGY SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-06-26,1996-06-26,LOCAL,10,ANSON ROAD,16,16,INTERNATIONAL PLAZA,079903,na,na,na,na,62021,IT CONSULTANCY,na,na,IT CONSULTANCY,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824723M,ACRA,QING HONG (24HRS) FUNERAL SERVICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-06-28,1996-06-28,LOCAL,735,PASIR RIS STREET 72,02,334,PASIR RIS WEST PLAZA,510735,na,na,na,na,96030,GENERAL MERCHANDISE & SUNDRY SHOPS,na,47109,GENERAL MERCHANDISE & SUNDRY SHOPS,na,1,QING HONG FUNERAL SERVICE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824850B,ACRA,QIAO SHANG STEEL STRUCTURE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-07-01,1996-07-01,LOCAL,26,JALAN DEMAK,na,na,na,488972,na,na,na,na,77291,na,na,96011,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824944D,ACRA,QUEEN'S ROJAK,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-07-02,1996-07-02,LOCAL,195,GEYLANG SERAI,na,na,na,409142,na,na,na,na,56140,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52824987L,ACRA,QR CRANE SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-07-03,1996-07-03,LOCAL,10,ANSON ROAD,05,16,INTERNATIONAL PLAZA,079903,na,na,na,na,52242,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52825200C,ACRA,QUICKLINK COURIER SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-07-05,1996-07-05,LOCAL,401,MACPHERSON ROAD,02,03,MACPHERSON MALL,368125,na,na,na,na,53200,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52825329L,ACRA,QUAN JI ROAST MEAT & NOODLES ENTERPRISE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-07-08,1996-07-08,LOCAL,165,TANJONG PAGAR ROAD,04,04,AMARA SINGAPORE,088539,na,na,na,na,56140,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52825447B,ACRA,QIAN LI CONSTRUCTION AND ENGINEERING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-07-10,1996-07-10,LOCAL,148,HOUGANG STREET 11,03,86,na,530148,na,na,na,na,41001,na,na,43291,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52825781A,ACRA,QUAN JI ROAST MEAT ENTERPRISE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-07-16,1996-07-16,LOCAL,335A,SMITH STREET,02,160,na,051335,na,na,na,na,56140,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
